"species","pathway","category","direction","log2FC","FDR"
"g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Inflammation","T2D_enriched",0.211810677438044,0.0100116363905653
"g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PWY-6387: UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Insulin_resistance","T2D_enriched",0.211086282243014,0.00343815092027231
"g__Bacteroides.s__Bacteroides_massiliensis","PEPTIDOGLYCANSYN-PWY: peptidoglycan biosynthesis I (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_massiliensis","Inflammation","T2D_enriched",0.201684260189737,0.0475334183962243
"g__Eubacterium.s__Eubacterium_eligens_CAG_72","PWY-6121: 5-aminoimidazole ribonucleotide biosynthesis I|g__Eubacterium.s__Eubacterium_eligens_CAG_72","Insulin_resistance","Control_enriched",-0.197318740226993,0.0336336946262931
"g__Bacteroides.s__Bacteroides_uniformis","PWY-5103: L-isoleucine biosynthesis III|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.188156528659034,0.0363767248627844
"g__Bacteroides.s__Bacteroides_uniformis","BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched amino acid biosynthesis|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.180840234907769,0.0412003579127817
"g__Bacteroides.s__Bacteroides_uniformis","PWY-6122: 5-aminoimidazole ribonucleotide biosynthesis II|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.177420269851957,0.0434511342526387
"g__Bacteroides.s__Bacteroides_uniformis","PWY-6277: superpathway of 5-aminoimidazole ribonucleotide biosynthesis|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.177420269851957,0.0434511342526387
"g__Bacteroides.s__Bacteroides_uniformis","ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Bacteroides.s__Bacteroides_uniformis","Insulin_resistance","T2D_enriched",0.167648938614519,0.0469734575053516
"g__Bacteroides.s__Bacteroides_ovatus","PWY-7282: 4-amino-2-methyl-5-phosphomethylpyrimidine biosynthesis (yeast)|g__Bacteroides.s__Bacteroides_ovatus","Insulin_resistance","T2D_enriched",0.148109259682279,0.0385779232065643
