feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.7664..oleate.biosynthesis.IV..anaerobic..g__Alistipes.s__Alistipes_finegoldii	BMI	BMI	-0.0234629018037507	0.00694899818232601	952	228	0.000764161206866704	0.00865050464243876
X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Alistipes.s__Alistipes_finegoldii	BMI	BMI	-0.0279179379649535	0.00827263111967214	952	287	0.000768864197714012	0.00869238113864667
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0291790840166828	0.00865153464090972	952	296	0.000774483151095324	0.00874449033700848
PWY.6703..preQ0.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.456106986137631	0.135395271178066	952	213	0.00078567092362341	0.00885925807106606
HISTSYN.PWY..L.histidine.biosynthesis.g__Alistipes.s__Alistipes_finegoldii	BMI	BMI	-0.0296249950140402	0.0087962595201737	952	234	0.000787923092523436	0.00887040369309973
PWY.7371..1.4.dihydroxy.6.naphthoate.biosynthesis.II	BMI	BMI	0.0255820983272379	0.00759646846853684	952	344	0.000788707949617413	0.00887040369309973
COMPLETE.ARO.PWY..superpathway.of.aromatic.amino.acid.biosynthesis.unclassified	BMI	BMI	-0.0213194060785419	0.00633214378478917	952	853	0.000790904093891305	0.00888356608702815
PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified	gender	male	0.490312332188242	0.145676934608236	952	292	0.000794035552739923	0.00889744405510517
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Alistipes.s__Alistipes_putredinis	BMI	BMI	-0.0407228841550581	0.0120993967181892	952	423	0.000794194486673937	0.00889744405510517
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Prevotella.s__Prevotella_copri	gender	male	0.788475265013101	0.234365724223625	952	369	0.000798189441832363	0.00891912331131389
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Prevotella.s__Prevotella_copri	gender	male	0.788475265013101	0.234365724223625	952	369	0.000798189441832363	0.00891912331131389
VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.589250878694823	0.175168632587157	952	273	0.000799298750476425	0.00892000925145082
PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0320061078089239	0.00951677396162998	952	233	0.000801535362370422	0.00892792100481245
P108.PWY..pyruvate.fermentation.to.propanoate.I	study_condition	T2D	0.541874047378407	0.161148264081242	952	742	0.000803100515328972	0.00892792100481245
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Prevotella.s__Prevotella_copri	gender	male	0.81170828473897	0.241389057945232	952	340	0.000802885143459372	0.00892792100481245
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..unclassified	study_condition	T2D	-0.418748980079264	0.124703176290461	952	897	0.000816467535943776	0.00906488315547833
POLYAMINSYN3.PWY..superpathway.of.polyamine.biosynthesis.II	study_condition	T2D	0.522158952742281	0.155542922267943	952	522	0.000819264735501882	0.00908429271375966
PWY.1042..glycolysis.IV..plant.cytosol..g__Roseburia.s__Roseburia_inulinivorans_CAG_15	study_condition	T2D	0.503610745068436	0.150068023791328	952	241	0.000822566752865334	0.00910924306881559
HISDEG.PWY..L.histidine.degradation.I.g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.0289438238250278	0.00862868693413663	952	414	0.000827019564979532	0.00914685751305587
PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0376848787205412	0.011238554603632	952	704	0.000830551315942598	0.00917420203579452
PWY.6700..queuosine.biosynthesis.g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.700383101968783	0.208910309761937	952	317	0.000832404766362874	0.00918296213592674
PWY0.862...5Z..dodec.5.enoate.biosynthesis.g__Alistipes.s__Alistipes_finegoldii	BMI	BMI	-0.0236620966061071	0.00705881107304171	952	228	0.000833647037780305	0.00918496609055654
PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..unclassified	gender	male	0.445639636831581	0.132988271498456	952	789	0.000837125772656043	0.00921157457585938
PWY.1042..glycolysis.IV..plant.cytosol..g__Bacteroides.s__Bacteroides_caccae	study_condition	T2D	0.666786991761044	0.199027649576305	952	295	0.000839358627662669	0.00922442349690192
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I	BMI	BMI	0.0116410631574946	0.00347632278721797	952	944	0.000844016340579393	0.00926385489153047
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.48870372564468	0.14598671969315	952	331	0.000847276741490436	0.00928786909026225
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..unclassified	study_condition	T2D	-0.417098963057767	0.12462769612958	952	893	0.000849788976653954	0.00930363152695732
COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0328245893930062	0.00981026233681591	952	213	0.000852263181684377	0.00931893832498321
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0279028667052801	0.00834475511372429	952	218	0.000858918010595374	0.00937986125063801
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.029671932471693	0.00887566977377429	952	230	0.000861052716772538	0.00939133063885413
PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic..unclassified	gender	male	0.472199358321045	0.141360311031849	952	573	0.000869271554691419	0.00945730947773317
PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic..unclassified	gender	male	0.472198662016904	0.141360302685825	952	573	0.000869286182941756	0.00945730947773317
PWY.5097..L.lysine.biosynthesis.VI.g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.722710857152118	0.216382398050766	952	328	0.000870587065452042	0.00945957840252783
PWY.5103..L.isoleucine.biosynthesis.III.g__Prevotella.s__Prevotella_copri	BMI	BMI	0.0380429074669478	0.0113968892062734	952	313	0.000876686946633755	0.00951392099980993
PWY.5686..UMP.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.541765109671004	0.162722684343165	952	269	0.000903987223587472	0.00979790908168649
PWY.6609..adenine.and.adenosine.salvage.III.g__Oscillibacter.s__Oscillibacter_sp_CAG_241	BMI	BMI	-0.0352607121941311	0.0106020273442416	952	251	0.000915379647020016	0.00990898467899167
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.611940781500648	0.18406569198515	952	231	0.000919503783702881	0.00994120195613851
UNINTEGRATED.g__Bacteroides.s__Bacteroides_caccae	BMI	BMI	-0.0258734724510701	0.00778833773613806	952	509	0.000927683044297026	0.00995506216060997
PWY.6936..seleno.amino.acid.biosynthesis.unclassified	study_condition	T2D	0.392310009601536	0.118090678794197	952	831	0.000927586838961441	0.00995506216060997
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.809169988159579	0.243502964148961	952	450	0.000924531101887795	0.00995506216060997
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.809169988159579	0.243502964148961	952	450	0.000924531101887795	0.00995506216060997
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.609682818531759	0.183497606015417	952	263	0.000926085229753349	0.00995506216060997
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.834197165303943	0.251087783103263	952	359	0.000926849201474452	0.00995506216060997
PWY.5686..UMP.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis	BMI	BMI	-0.0147783274874777	0.00445263257216565	952	194	0.000937822239056374	0.0100389871325441
PWY.6609..adenine.and.adenosine.salvage.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.781248593226867	0.235378622461777	952	332	0.000937472108073844	0.0100389871325441
ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.621931086174089	0.187764258008916	952	272	0.000960347699251648	0.0102547608822679
PWY.6168..flavin.biosynthesis.III..fungi..g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.339114528584163	0.102373214266965	952	208	0.000959552983466721	0.0102547608822679
PPGPPMET.PWY..ppGpp.biosynthesis	study_condition	T2D	0.583689971114796	0.176284835971544	952	551	0.000964549721367048	0.0102869465357619
PWY.7663..gondoate.biosynthesis..anaerobic..g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0303115564481078	0.00915679445005368	952	698	0.00096721543757536	0.0103026884248495
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..unclassified	study_condition	T2D	-0.397732272392991	0.120173515295991	952	910	0.000969370806747452	0.0103084220977989
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.724775889603705	0.21900343935605	952	335	0.000970134412206249	0.0103084220977989
PWY.6892..thiazole.biosynthesis.I..E..coli..g__Bacteroides.s__Bacteroides_caccae	study_condition	T2D	0.543260623358055	0.164210709709538	952	360	0.000973953060970824	0.0103363155735384
PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Prevotella.s__Prevotella_copri	gender	male	0.855663525253564	0.258776088892621	952	362	0.000979936267437161	0.0103870845483547
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens	study_condition	T2D	-0.429925356563667	0.13013764819594	952	303	0.000990215413220221	0.0104832096314023
DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0335310456260138	0.0101534231134943	952	278	0.000994352039048808	0.0105042996885953
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens	study_condition	T2D	-0.431058733828138	0.13053061836624	952	303	0.000994633457811562	0.0105042996885953
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Alistipes.s__Alistipes_putredinis	BMI	BMI	-0.0289917616757972	0.00878570157321552	952	424	0.00100335254249211	0.0105834750523529
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	BMI	BMI	-0.0272713440228797	0.00827287650034254	952	724	0.00101544760640882	0.0106980246611927
TRNA.CHARGING.PWY..tRNA.charging	study_condition	T2D	-0.0874116332518557	0.0265220049240535	952	947	0.00101781293793428	0.0107099149969755
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis	study_condition	T2D	0.118330252157343	0.0359341473092709	952	946	0.00102803215020276	0.0108043184717911
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis	study_condition	T2D	0.534925583193129	0.1625447144421	952	282	0.00103539734029223	0.0108685345053705
PWY.5097..L.lysine.biosynthesis.VI.g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.4685573155809	0.142404285614126	952	265	0.00103762863924202	0.0108787699949587
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.680633596575607	0.206934485517527	952	290	0.00104203255167034	0.0109117314358708
PWY.5103..L.isoleucine.biosynthesis.III.g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.787717745460447	0.239661786388656	952	335	0.00105061863330051	0.0109883543048096
PWY.5973..cis.vaccenate.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0316165121454826	0.00962375908345031	952	693	0.0010562870161129	0.0110077563893354
BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Prevotella.s__Prevotella_copri	BMI	BMI	0.0358560932276907	0.010914199110257	952	313	0.00105623429040488	0.0110077563893354
PWY.6168..flavin.biosynthesis.III..fungi..g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.499954679602165	0.152164913727438	952	222	0.00105497274905312	0.0110077563893354
NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.657914389636861	0.200410227520743	952	282	0.00106528323485122	0.0110881644396773
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.577761503184249	0.176169304385273	952	254	0.00107751678064812	0.0111886035016939
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.682103143643771	0.207982438713376	952	332	0.00107737356880701	0.0111886035016939
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	BMI	BMI	-0.0352471754646948	0.010749724943585	952	723	0.00108012512093667	0.0112019311855692
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.804448233861169	0.245366514976173	952	335	0.00108138735232515	0.0112019311855692
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Barnesiella.s__Barnesiella_intestinihominis	BMI	BMI	-0.0273757478994298	0.00835554607869648	952	204	0.00108975476333278	0.0112751209682938
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	BMI	BMI	-0.0350823058151197	0.0107099285787483	952	723	0.00109233619755409	0.011288343043936
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0258499452473484	0.00790422765605432	952	191	0.00111272114723698	0.0114802279591154
HISTSYN.PWY..L.histidine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis	study_condition	T2D	0.58060245409139	0.17754447407882	952	401	0.00111355559880565	0.0114802279591154
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.567061001743806	0.173482484591523	952	252	0.0011193584899568	0.011526331180768
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0360289276534727	0.0110396655166561	952	749	0.00113948813483919	0.0117196760661608
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I	study_condition	T2D	0.162252898561942	0.0497266993015533	952	943	0.00114225753923716	0.0117342233568135
CALVIN.PWY..Calvin.Benson.Bassham.cycle.g__Roseburia.s__Roseburia_inulinivorans_CAG_15	study_condition	T2D	0.450325182951721	0.138116959659772	952	227	0.00115198107121891	0.0118200901383362
PWY.6936..seleno.amino.acid.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza	study_condition	T2D	-0.629947236253072	0.193584069531014	952	280	0.00117768827282208	0.0120695626540109
PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I	BMI	BMI	0.00433290270097893	0.00133168780367385	952	945	0.00117947235886114	0.0120732681133814
RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.433104431110413	0.13312526882878	952	252	0.00118083811686306	0.0120732681133814
COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.031835369501676	0.00979200986981782	952	204	0.00118992051921397	0.0121517826608408
PWY.5100..pyruvate.fermentation.to.acetate.and.lactate.II.g__Roseburia.s__Roseburia_inulinivorans	study_condition	T2D	0.429505941916421	0.132343523171869	952	261	0.00121402829977172	0.0123833746478481
HISDEG.PWY..L.histidine.degradation.I.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.485336882424668	0.149609708356459	952	212	0.00121980459354925	0.0124276562119253
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Prevotella.s__Prevotella_copri	BMI	BMI	0.0379307468861593	0.0116965912165177	952	321	0.0012246029248647	0.0124618817030885
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis	BMI	BMI	-0.0329760511625034	0.0101729338072158	952	740	0.00123031572472628	0.0124760353350463
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation	BMI	BMI	0.00371191926852935	0.00114508720972178	952	948	0.00123007587136959	0.0124760353350463
PWY0.1479..tRNA.processing.unclassified	gender	male	0.460927081731723	0.142177634598503	952	453	0.00122877090673503	0.0124760353350463
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_vulgatus_CAG_6	BMI	BMI	0.0325495502754068	0.0100430087919598	952	710	0.00123258853213753	0.0124844639629369
ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.518249274055538	0.159933293511671	952	314	0.0012351860102028	0.0124961575331265
VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.830972895856224	0.256566301953388	952	415	0.00124199700519242	0.0125504014760401
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.399917197484034	0.123541410810273	952	210	0.00124939251094395	0.0126088827862829
PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.516513799255066	0.159574975624548	952	314	0.00125069634104122	0.0126088827862829
PWY.5097..L.lysine.biosynthesis.VI.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.459012014964919	0.141936073404215	952	567	0.00126321272628962	0.0126907450228168
COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae	study_condition	T2D	0.567740492916825	0.175546874590414	952	371	0.0012623823304178	0.0126907450228168
ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Eubacterium.s__Eubacterium_eligens_CAG_72	age_category	senior	0.554450169277603	0.171426716677184	952	331	0.00126149568565839	0.0126907450228168
PWY.5686..UMP.biosynthesis.g__Bacteroides.s__Bacteroides_caccae	study_condition	T2D	0.373834689817457	0.115653900935772	952	254	0.0012701321557634	0.0127454744715076
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Alistipes.s__Alistipes_putredinis	BMI	BMI	-0.0281143295328947	0.00870009891955134	952	418	0.00127392501457902	0.0127539776026062
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.0286205590488684	0.00885652223617285	952	375	0.00127355259766726	0.0127539776026062
UNINTEGRATED.g__Roseburia.s__Roseburia_hominis	study_condition	T2D	-0.534570120812964	0.165621860629749	952	446	0.00129096225369502	0.0128339585396212
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_cellulosilyticus	BMI	BMI	-0.0254417061340003	0.00788313849193279	952	189	0.00129228774209581	0.0128339585396212
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.g__Alistipes.s__Alistipes_putredinis	BMI	BMI	-0.0361236642836837	0.0111890042896666	952	386	0.00128720770701093	0.0128339585396212
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.647038951638876	0.200421352894283	952	342	0.00128766837330166	0.0128339585396212
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.647038951638876	0.200421352894283	952	342	0.00128766837330166	0.0128339585396212
PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Barnesiella.s__Barnesiella_intestinihominis	BMI	BMI	-0.0252670857782669	0.00782776603398352	952	209	0.00128995769556777	0.0128339585396212
PWY.5138..unsaturated..even.numbered.fatty.acid..beta..oxidation	BMI	BMI	0.0335998636293305	0.0104096465516183	952	345	0.00129048107628556	0.0128339585396212
PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.582403768955526	0.180870111311252	952	309	0.00132549289073966	0.0131486465450234
PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Bacteroides.s__Bacteroides_caccae	study_condition	T2D	0.594257429078229	0.18458136814417	952	274	0.0013278889100049	0.0131573432043964
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Prevotella.s__Prevotella_copri	gender	male	0.729916580504508	0.226744092540926	952	321	0.00132957108278421	0.0131589549450414
ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0276950961220678	0.00860431232915897	952	724	0.00133128997120503	0.0131609259710452
SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0298620861808646	0.0092796228530284	952	749	0.00133459062912736	0.0131785117995929
OANTIGEN.PWY..O.antigen.building.blocks.biosynthesis..E..coli.	BMI	BMI	0.00923438196180092	0.00287087221138271	952	926	0.00134128305784013	0.0131994446373813
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.024051414309312	0.00747705947581412	952	405	0.00134074171083927	0.0131994446373813
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.024051414309312	0.00747705947581412	952	405	0.00134074171083927	0.0131994446373813
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.521831899591511	0.162360776949355	952	612	0.00135312213418826	0.0133008373235759
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis	study_condition	T2D	0.600254540196439	0.186833663951599	952	246	0.00135896850908822	0.0133280490245798
PWY.5103..L.isoleucine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72	study_condition	T2D	-0.510343910924714	0.15884142762145	952	331	0.0013583166630934	0.0133280490245798
PWY.6737..starch.degradation.V.g__Faecalibacterium.s__Faecalibacterium_prausnitzii	BMI	BMI	-0.0256243992904773	0.00797661927098139	952	770	0.00136054421018127	0.0133284082128618
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.0298807796908718	0.00930970498130602	952	415	0.0013737243219629	0.0134423193538969
PWY0.1061..superpathway.of.L.alanine.biosynthesis	study_condition	T2D	0.627632467401617	0.195587264401405	952	732	0.00137691243743267	0.0134583089256963
PWY.6609..adenine.and.adenosine.salvage.III.g__Prevotella.s__Prevotella_copri	gender	male	0.789453442158013	0.246086080281215	952	329	0.00138130566189805	0.0134860282210114
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Faecalibacterium.s__Faecalibacterium_prausnitzii	study_condition	T2D	-0.536577100225944	0.167296247062736	952	612	0.00138459142945974	0.013502884886398
PWY.4242..pantothenate.and.coenzyme.A.biosynthesis.III.unclassified	study_condition	T2D	-0.410044406191556	0.127950654467466	952	872	0.00139721152789476	0.013610631981517
PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.743934801507589	0.232258447074819	952	409	0.00140520280388688	0.0136730969456858
VALSYN.PWY..L.valine.biosynthesis.g__Prevotella.s__Prevotella_copri	gender	male	0.789925021009508	0.24684458221507	952	351	0.00141954107552585	0.0137971107901839
PWY.7539..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.III..Chlamydia..g__Parabacteroides.s__Parabacteroides_distasonis	study_condition	T2D	0.408415373398614	0.127660846496412	952	337	0.00142377924621737	0.0138227895428727
RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_uniformis	study_condition	T2D	0.829868839791665	0.259474092988243	952	460	0.00142842473431007	0.0138523608052914
PWY.6703..preQ0.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis_CAG_3	BMI	BMI	-0.0334014110527509	0.0104512651526912	952	625	0.00143999346928905	0.0139177940223696
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47	study_condition	T2D	0.571725881218937	0.178881186073299	952	258	0.00143900417801177	0.0139177940223696
PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47	study_condition	T2D	0.571725881218937	0.178881186073299	952	258	0.00143900417801177	0.0139177940223696
PWY.1269..CMP.3.deoxy.D.manno.octulosonate.biosynthesis.I.g__Prevotella.s__Prevotella_copri_CAG_164	gender	male	0.670631343441816	0.209891138827898	952	289	0.00144385615107202	0.0139395699757901
PWY.5097..L.lysine.biosynthesis.VI.g__Barnesiella.s__Barnesiella_intestinihominis	BMI	BMI	-0.0196508454912723	0.00615140682517006	952	218	0.00144687914196114	0.0139531997431887
PWY.5686..UMP.biosynthesis.g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.0278474132047803	0.00872638350709277	952	422	0.00146359941440382	0.0140800317932871
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.690701176722219	0.216458762803856	952	431	0.00146490861960181	0.0140800317932871
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.690701176722219	0.216458762803856	952	431	0.00146490861960181	0.0140800317932871
PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Alistipes.s__Alistipes_putredinis_CAG_67	BMI	BMI	-0.0293563484695692	0.0092101644251568	952	407	0.00148270036070808	0.0142211109210706
PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens	age_category	senior	0.772492853911699	0.242361931402483	952	349	0.00148287103484143	0.0142211109210706
