"Species","Pathway","rho","p","FDR"
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I",-0.337581855240665,8.33848594098874e-27,1.18422098465125e-25
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.256943869674796,8.07626495000171e-16,6.73490268439273e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.unclassified",-0.157436840365456,1.05160843165036e-06,4.17004509969559e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria..unclassified",-0.135263772172458,2.82329574891115e-05,9.09373728847623e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.385031930040936,5.28752102324662e-35,9.26383851582469e-34
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLYCOCAT.PWY..glycogen.degradation.I..bacterial.",-0.162053558935635,4.98800447167193e-07,2.06325606080214e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6731..starch.degradation.III",-0.172741204640078,8.17572771984305e-08,3.76852858040122e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5973..cis.vaccenate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.254344168167635,1.60275827349529e-15,1.3148968258153e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Parabacteroides.s__Parabacteroides_distasonis",-0.233605842738923,2.88731047250324e-13,2.05586885969057e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II",-0.242236070107735,3.52591712486206e-14,2.66579817145691e-13
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FASYN.ELONG.PWY..fatty.acid.elongation....saturated",-0.312374257132577,5.4179709280189e-23,6.51192930603116e-22
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Parabacteroides.s__Parabacteroides_distasonis",-0.264764221850824,9.80499317695008e-17,8.58514083023582e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.379468938892259,5.71421039650781e-34,9.72162723013715e-33
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_uniformis",-0.170768894430185,1.15138178319939e-07,5.18904958488153e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.862...5Z..dodec.5.enoate.biosynthesis.unclassified",-0.116624901975675,0.00031096902344338,0.000832769925949711
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.382604914620745,1.5020808217611e-34,2.6041307947963e-33
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.374918769411917,3.86983961483341e-33,6.41021342017087e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.85755000310709,1.64416459140354e-276,1.44726198164077e-274
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.375402429935606,3.16239366489743e-33,5.25747946789197e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GALACTUROCAT.PWY..D.galacturonate.degradation.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.74417653718214,1.16965426982184e-168,4.11433792479223e-167
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.857713204982923,9.94280922449161e-277,8.79455955725542e-275
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis.unclassified",-0.123232726024828,0.000137943924429802,0.000394952270118702
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.250412922532254,4.45266807273673e-15,3.55686387344743e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.250412922532254,4.45266807273673e-15,3.55686387344743e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6606..guanosine.nucleotides.degradation.II",-0.17685903618203,3.94973997908958e-08,1.89240631498794e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.249044903788736,6.32777805573695e-15,5.01515632681961e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.337872518415896,7.49902786689418e-27,1.07000616102333e-25
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis",-0.308535370821373,1.91980889447182e-22,2.25101916770727e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Parabacteroides.s__Parabacteroides_distasonis",-0.237387858745074,1.16069829095357e-13,8.47319052863182e-13
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis.unclassified",-0.114523531237405,0.000399250851119435,0.00104687721373539
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_fragilis",-0.182594379471128,1.3931867539013e-08,6.99511045545206e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.2942..L.lysine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",-0.25999221358307,3.58010101674554e-16,3.03833351775131e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.344334699675794,6.88207910042141e-28,1.01046223439789e-26
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Lachnospira.s__Lachnospira_pectinoschiza",0.127806225703081,7.67130409273579e-05,0.000228695732777714
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.40531787264823,6.04114493392486e-39,1.1951759157551e-37
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.40531787264823,6.04114493392486e-39,1.1951759157551e-37
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.",-0.170418806567349,1.22302215286752e-07,5.49967587546868e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Parabacteroides.s__Parabacteroides_distasonis",-0.246887457447331,1.09670603032053e-14,8.57275014091392e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration..unclassified",-0.106823784616548,0.000963018440158559,0.00234305768435427
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HISDEG.PWY..L.histidine.degradation.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.273933342237833,7.55763584486398e-18,7.05831280006492e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5177..glutaryl.CoA.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.901131422875803,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6353..purine.nucleotides.degradation.II..aerobic.",-0.137248999487446,2.14430590029609e-05,7.03989149717027e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.258715820591311,5.03963684390724e-16,4.2453639821005e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.258715820591311,5.03963684390724e-16,4.2453639821005e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.263813293865585,1.27186705866197e-16,1.10777675314913e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5845..superpathway.of.menaquinol.9.biosynthesis",-0.30878750681966,1.76774903962466e-22,2.07941609109108e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7663..gondoate.biosynthesis..anaerobic..g__Parabacteroides.s__Parabacteroides_distasonis",-0.247920650627587,8.43327271881923e-15,6.64343546085625e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate..unclassified",-0.11446599921864,0.000401968431970188,0.00105324515371424
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.823045900140316,1.28820040601187e-235,7.49913725173874e-234
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation..unclassified",-0.0837998072583221,0.00968844646378606,0.0188241824500582
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.3764664308803,2.02587637135776e-33,3.38966881198437e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6317..galactose.degradation.I..Leloir.pathway..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.62884582441525,6.23780440908933e-106,1.70403349532259e-104
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY66.422..D.galactose.degradation.V..Leloir.pathway..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.850296383051118,4.55172289365955e-267,3.55952544400732e-265
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.unclassified",-0.145926425462252,6.16088767647781e-06,2.19467320338421e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.unclassified",-0.136541111722697,2.36633457530881e-05,7.7132347579073e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",-0.278324326665639,2.13856147433229e-18,2.06064138676936e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6353..purine.nucleotides.degradation.II..aerobic..unclassified",-0.135066248256303,2.90103570290681e-05,9.32106710327367e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7664..oleate.biosynthesis.IV..anaerobic..unclassified",-0.110939517813442,0.00060564030191203,0.00153183952542186
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Eubacterium.s__Eubacterium_eligens",0.366456589930967,1.25271384387801e-31,2.01462479693744e-30
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5989..stearate.biosynthesis.II..bacteria.and.plants..unclassified",-0.122981742272067,0.000142376370908738,0.00040700342866773
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.370826729209264,2.1065443437703e-32,3.43321507046857e-31
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.904624433598337,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","POLYAMSYN.PWY..superpathway.of.polyamine.biosynthesis.I.unclassified",-0.192910731504957,1.96352417566654e-09,1.07310659882483e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.3841..folate.transformations.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.234432982274809,2.36877542668117e-13,1.69526539864719e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7013..L.1.2.propanediol.degradation",-0.224805006849049,2.2645471257702e-12,1.5142133276572e-11
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FUC.RHAMCAT.PWY..superpathway.of.fucose.and.rhamnose.degradation",-0.227830351719645,1.12629952484825e-12,7.71515174521048e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.264816390427687,9.66574067279893e-17,8.46728176918602e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6609..adenine.and.adenosine.salvage.III.g__Parabacteroides.s__Parabacteroides_distasonis",-0.261206675583236,2.58130543772262e-16,2.21336312379971e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.897060196709903,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.897060196709903,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Parabacteroides.s__Parabacteroides_distasonis",-0.276013674336082,4.16745411964921e-18,3.95495737052752e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.364341515385812,2.93982864994284e-31,4.67422494158887e-30
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1586..peptidoglycan.maturation..meso.diaminopimelate.containing..unclassified",-0.153121817910124,2.0716571702053e-06,7.88545337336763e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza",0.12801461127197,7.46538755648472e-05,0.000223177730380161
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6737..starch.degradation.V.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.877912573033066,4.30402345216929e-306,4.81126449828077e-304
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FAO.PWY..fatty.acid..beta..oxidation.I.unclassified",-0.227125250206804,1.32659068780375e-12,9.01933168748961e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Lachnospira.s__Lachnospira_pectinoschiza",0.128044551340431,7.43623459861758e-05,0.000222379173841147
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.256104362903106,1.00855306079474e-15,8.36832664878915e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Parabacteroides.s__Parabacteroides_distasonis",-0.268962578094494,3.06978651150727e-17,2.76766848224513e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ANAGLYCOLYSIS.PWY..glycolysis.III..from.glucose..g__Parabacteroides.s__Parabacteroides_distasonis",-0.255820328626137,1.08708788095603e-15,9.00765269617998e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.918723255690593,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FUCCAT.PWY..fucose.degradation",-0.189679163054017,3.67061285391129e-09,1.95390700587548e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.338828337017703,5.28592365810664e-27,7.60780529023389e-26
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Lachnospira.s__Lachnospira_pectinoschiza",0.104701684228088,0.00121570687864048,0.00290091606020274
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLYCOCAT.PWY..glycogen.degradation.I..bacterial..unclassified",-0.164292464475778,3.44759600088778e-07,1.45886313822982e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6151..S.adenosyl.L.methionine.cycle.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.840351355280936,6.60168290311696e-255,4.5392175161394e-253
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5097..L.lysine.biosynthesis.VI.g__Parabacteroides.s__Parabacteroides_distasonis",-0.255213840756684,1.27546095397324e-15,1.0525441142367e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.1042..glycolysis.IV..plant.cytosol..g__Bacteroides.s__Bacteroides_fragilis_CAG_47",-0.149536444833853,3.58861045943265e-06,1.32257425528565e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5136..fatty.acid..beta..oxidation.II..peroxisome..unclassified",-0.216557862517764,1.44518318933341e-11,9.19116331338364e-11
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..g__Parabacteroides.s__Parabacteroides_distasonis",-0.289441386442662,7.89348356538103e-20,8.18129488309486e-19
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6700..queuosine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.815246053826673,1.34223037165521e-227,7.23573361003834e-226
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6892..thiazole.biosynthesis.I..E..coli..g__Eubacterium.s__Eubacterium_eligens",0.328109575954079,2.48950684060735e-25,3.37509703442757e-24
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1296..purine.ribonucleosides.degradation.g__Eubacterium.s__Eubacterium_eligens",0.317095327699825,1.11429219321238e-23,1.4041160478923e-22
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","TCA..TCA.cycle.I..prokaryotic.",0.0840726241906497,0.0094534175770453,0.0184185972702462
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1296..purine.ribonucleosides.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.835922479358474,9.32670111315476e-250,6.04775163639832e-248
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.278983676260468,1.76577503311085e-18,1.71139291905919e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.278983676260468,1.76577503311085e-18,1.71139291905919e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7242..D.fructuronate.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.726645014755917,4.65599219815945e-157,1.5396884544948e-155
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.391474070927495,3.169741090824e-36,5.81629933694905e-35
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",-0.272793900451611,1.04481273069063e-17,9.68831184015975e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Parabacteroides.s__Parabacteroides_distasonis",-0.259944124991133,3.62664463516514e-16,3.07496937633058e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","P461.PWY..hexitol.fermentation.to.lactate..formate..ethanol.and.acetate.unclassified",-0.197965538972791,7.22061813407804e-10,4.09610470177572e-09
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5686..UMP.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.340515244026716,2.84290477111514e-27,4.11769219670023e-26
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1479..tRNA.processing.unclassified",-0.097374630790435,0.00263277964385099,0.00588178983455234
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.919934439482483,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.241..C4.photosynthetic.carbon.assimilation.cycle..NADP.ME.type.unclassified",-0.137791114880027,1.98781403464162e-05,6.56396511873957e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.856167500667657,1.13626653383335e-274,9.85900595856072e-273
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","TRPSYN.PWY..L.tryptophan.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.307631677609562,2.57880606824919e-22,3.0043750236297e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis_CAG_47",-0.157707575570701,1.00719130080526e-06,4.00524502225507e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5686..UMP.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.851408326532002,1.75218184794183e-268,1.40645398464088e-266
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NAGLIPASYN.PWY..lipid.IVA.biosynthesis.unclassified",-0.0859176100639053,0.00799294574117146,0.0158804344509743
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens",0.396998730531665,2.69794325466408e-37,5.08894658832653e-36
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.396998730531665,2.69794325466408e-37,5.08894658832653e-36
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.26181240465741,2.19134422624749e-16,1.88608800880753e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5676..acetyl.CoA.fermentation.to.butanoate.II",-0.139470117716138,1.56914775680237e-05,5.25095340251532e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.26904511513742,2.99987769437117e-17,2.7086606278066e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis",-0.185510597530115,8.09636478821615e-09,4.14392873050805e-08
