"Species","Pathway","rho","p","FDR"
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Escherichia.s__Escherichia_coli",-0.315731110540523,1.76498351924774e-23,2.19520578185754e-22
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5918..superpathay.of.heme.biosynthesis.from.glutamate",-0.276565223890489,3.55597233736242e-18,3.39054798320673e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5022..4.aminobutanoate.degradation.V",-0.153107888536791,2.07613467683336e-06,7.90084585350474e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.561..superpathway.of.glyoxylate.cycle.and.fatty.acid.degradation",-0.283591486826144,4.5634809696288e-19,4.5412991123761e-18
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I",-0.126698373913858,8.85911314114904e-05,0.000261411984688059
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7254..TCA.cycle.VII..acetate.producers.",-0.23658164026428,1.41144687297686e-13,1.02462045707216e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.243773854414219,2.40304467758184e-14,1.83204506569953e-13
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5675..nitrate.reduction.V..assimilatory..unclassified",-0.273356851202688,8.90494179473325e-18,8.27841553274666e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5367..petroselinate.biosynthesis",-0.250033769114689,4.90924890968422e-15,3.91815262301166e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HEMESYN2.PWY..heme.biosynthesis.II..anaerobic.",-0.169504459890137,1.43102934550607e-07,6.37058043109362e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6549..L.glutamine.biosynthesis.III",0.0730419786467992,0.0242135653962984,0.0427680666039117
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","P105.PWY..TCA.cycle.IV..2.oxoglutarate.decarboxylase.",-0.279048505277419,1.7327827517859e-18,1.68210093341987e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.",-0.27250230433393,1.134817809269e-17,1.04908753438308e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase.",-0.0931355712659873,0.00402584857028785,0.00858053419104164
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli..unclassified",-0.171170283089475,1.07422893189777e-07,4.87145977304862e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast..unclassified",-0.172750615312313,8.16230565974515e-08,3.76519927661307e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.",-0.306596331297827,3.61161592410888e-22,4.18621207081348e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLYOXYLATE.BYPASS..glyoxylate.cycle.unclassified",-0.231109835801551,5.22313386313968e-13,3.65759885166288e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5384..sucrose.degradation.IV..sucrose.phosphorylase..unclassified",-0.200243202334247,4.56053285994308e-10,2.63133214822745e-09
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.",-0.310006999605425,1.18466574482023e-22,1.4080753122224e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Parabacteroides.s__Parabacteroides_distasonis",-0.258322288460449,5.59784789874525e-16,4.70472262744637e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7664..oleate.biosynthesis.IV..anaerobic.",-0.306473648919293,3.7583431779674e-22,4.35074784280458e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis",-0.171978247087573,9.33788206934473e-08,4.27393994437404e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I.unclassified",-0.160684495942599,6.23657125935494e-07,2.54790504297548e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLYCOGENSYNTH.PWY..glycogen.biosynthesis.I..from.ADP.D.Glucose..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.866768911917213,2.69509236933179e-289,2.68345781757347e-287
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6630..superpathway.of.L.tyrosine.biosynthesis",-0.26337765942133,1.43236562843138e-16,1.2440006728145e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HOMOSER.METSYN.PWY..L.methionine.biosynthesis.I",-0.102479183682694,0.00154482553150144,0.00361245713674125
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6531..mannitol.cycle",-0.319747802895125,4.52550109657417e-24,5.82338668648856e-23
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1061..superpathway.of.L.alanine.biosynthesis.unclassified",-0.0454577508600608,0.161077214432314,0.228652845448052
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7388..octanoyl..acyl.carrier.protein..biosynthesis..mitochondria..yeast.",-0.319200819558113,5.45365485401527e-24,6.9734066733342e-23
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","SO4ASSIM.PWY..sulfate.reduction.I..assimilatory..unclassified",-0.155178482611737,1.50301926244361e-06,5.83436599509695e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.862...5Z..dodec.5.enoate.biosynthesis",-0.30266373392732,1.2823737544344e-21,1.45131255773597e-20
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Lachnospira.s__Lachnospira_pectinoschiza",0.145259570243207,6.79822856590625e-06,2.40198802985026e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza",0.145259570243207,6.79822856590625e-06,2.40198802985026e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FERMENTATION.PWY..mixed.acid.fermentation.unclassified",-0.193406549138268,1.78210114950842e-09,9.78356885965441e-09
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5840..superpathway.of.menaquinol.7.biosynthesis",-0.200268403208991,4.53726738752928e-10,2.61873769617267e-09
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.4041...gamma..glutamyl.cycle.unclassified",-0.202089253481697,3.12994188840263e-10,1.82732044692677e-09
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6703..preQ0.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.260671830128739,2.98188914376467e-16,2.5448712922031e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5971..palmitate.biosynthesis.II..bacteria.and.plants.",-0.283573046892433,4.5884915853495e-19,4.56369569741557e-18
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6519..8.amino.7.oxononanoate.biosynthesis.I",-0.325517900940553,6.17637321447624e-25,8.2265859898371e-24
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY66.389..phytol.degradation.unclassified",-0.188442261525707,4.65040371314982e-09,2.44828101870277e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.2723..trehalose.degradation.V",-0.174962721525735,5.53349023237575e-08,2.61003690199634e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II",-0.0415972923582468,0.199726084941792,0.274326020935051
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWYG.321..mycolate.biosynthesis",-0.291211147568964,4.60451434766669e-20,4.83845766602277e-19
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6588..pyruvate.fermentation.to.acetone",-0.310468015772879,1.01781905429516e-22,1.21134428401777e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis",-0.0979301152322741,0.00248725143986671,0.00558612208625803
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FASYN.INITIAL.PWY..superpathway.of.fatty.acid.biosynthesis.initiation..E..coli.",-0.307946334441211,2.32726121614007e-22,2.72001453619552e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis",-0.260734978177964,2.93158010022572e-16,2.50428134112578e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.733998784575459,8.21814078755261e-162,2.78332236598506e-160
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration.",-0.100742802996477,0.00185695229564606,0.00427000602965256
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FOLSYN.PWY..superpathway.of.tetrahydrofolate.biosynthesis.and.salvage",-0.260605493215603,3.03565377624053e-16,2.58833165451e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I.unclassified",-0.186115004012616,7.22704136382743e-09,3.7251462712956e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLUCOSE1PMETAB.PWY..glucose.and.glucose.1.phosphate.degradation.unclassified",-0.218236615117895,9.9692301105219e-12,6.40286717813957e-11
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","SALVADEHYPOX.PWY..adenosine.nucleotides.degradation.II.unclassified",0.00478928626417248,0.882676038010558,0.91098010036795
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5103..L.isoleucine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",-0.248696312161015,6.91825700558571e-15,5.47600177666278e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.25634619832123,9.4610539826183e-16,7.85733202448897e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis",-0.082967018773182,0.0104383742078617,0.0201160884655154
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation",-0.168996228498952,1.56101349182779e-07,6.90537189477886e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.928513182123522,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.230063804313366,6.68240702657272e-13,4.65621944287501e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.1298..superpathway.of.pyrimidine.deoxyribonucleosides.degradation",-0.122517165158467,0.00015093643297572,0.000429184261119007
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.260121543130954,3.4578228550967e-16,2.93729558241104e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","BRANCHED.CHAIN.AA.SYN.PWY..superpathway.of.branched.amino.acid.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.248079341051386,8.09889547018414e-15,6.38554627270554e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7046..4.coumarate.degradation..anaerobic.",-0.191910469607498,2.38582611361862e-09,1.2961281340562e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6113..superpathway.of.mycolate.biosynthesis",-0.268899462164676,3.12432608265734e-17,2.81127632356046e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5177..glutaryl.CoA.degradation.unclassified",-0.061894270898406,0.0562571730113259,0.0910680481022894
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","BIOTIN.BIOSYNTHESIS.PWY..biotin.biosynthesis.I",-0.337581855240665,8.33848594098874e-27,1.18422098465125e-25
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.256943869674796,8.07626495000171e-16,6.73490268439273e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DAPLYSINESYN.PWY..L.lysine.biosynthesis.I.unclassified",-0.157436840365456,1.05160843165036e-06,4.17004509969559e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PHOSLIPSYN.PWY..superpathway.of.phospholipid.biosynthesis.I..bacteria..unclassified",-0.135263772172458,2.82329574891115e-05,9.09373728847623e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.385031930040936,5.28752102324662e-35,9.26383851582469e-34
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GLYCOCAT.PWY..glycogen.degradation.I..bacterial.",-0.162053558935635,4.98800447167193e-07,2.06325606080214e-06
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6731..starch.degradation.III",-0.172741204640078,8.17572771984305e-08,3.76852858040122e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5973..cis.vaccenate.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.254344168167635,1.60275827349529e-15,1.3148968258153e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Parabacteroides.s__Parabacteroides_distasonis",-0.233605842738923,2.88731047250324e-13,2.05586885969057e-12
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NAD.BIOSYNTHESIS.II..NAD.salvage.pathway.II",-0.242236070107735,3.52591712486206e-14,2.66579817145691e-13
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","FASYN.ELONG.PWY..fatty.acid.elongation....saturated",-0.312374257132577,5.4179709280189e-23,6.51192930603116e-22
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Parabacteroides.s__Parabacteroides_distasonis",-0.264764221850824,9.80499317695008e-17,8.58514083023582e-16
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","VALSYN.PWY..L.valine.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.379468938892259,5.71421039650781e-34,9.72162723013715e-33
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","RHAMCAT.PWY..L.rhamnose.degradation.I.g__Bacteroides.s__Bacteroides_uniformis",-0.170768894430185,1.15138178319939e-07,5.18904958488153e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0.862...5Z..dodec.5.enoate.biosynthesis.unclassified",-0.116624901975675,0.00031096902344338,0.000832769925949711
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.382604914620745,1.5020808217611e-34,2.6041307947963e-33
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.374918769411917,3.86983961483341e-33,6.41021342017087e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ARGSYN.PWY..L.arginine.biosynthesis.I..via.L.ornithine..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.85755000310709,1.64416459140354e-276,1.44726198164077e-274
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.375402429935606,3.16239366489743e-33,5.25747946789197e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","GALACTUROCAT.PWY..D.galacturonate.degradation.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.74417653718214,1.16965426982184e-168,4.11433792479223e-167
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7400..L.arginine.biosynthesis.IV..archaebacteria..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.857713204982923,9.94280922449161e-277,8.79455955725542e-275
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","METSYN.PWY..L.homoserine.and.L.methionine.biosynthesis.unclassified",-0.123232726024828,0.000137943924429802,0.000394952270118702
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.250412922532254,4.45266807273673e-15,3.55686387344743e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.250412922532254,4.45266807273673e-15,3.55686387344743e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6606..guanosine.nucleotides.degradation.II",-0.17685903618203,3.94973997908958e-08,1.89240631498794e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.249044903788736,6.32777805573695e-15,5.01515632681961e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.337872518415896,7.49902786689418e-27,1.07000616102333e-25
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5862..superpathway.of.demethylmenaquinol.9.biosynthesis",-0.308535370821373,1.91980889447182e-22,2.25101916770727e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7199..pyrimidine.deoxyribonucleosides.salvage.g__Parabacteroides.s__Parabacteroides_distasonis",-0.237387858745074,1.16069829095357e-13,8.47319052863182e-13
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","MET.SAM.PWY..superpathway.of.S.adenosyl.L.methionine.biosynthesis.unclassified",-0.114523531237405,0.000399250851119435,0.00104687721373539
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_fragilis",-0.182594379471128,1.3931867539013e-08,6.99511045545206e-08
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.2942..L.lysine.biosynthesis.III.g__Parabacteroides.s__Parabacteroides_distasonis",-0.25999221358307,3.58010101674554e-16,3.03833351775131e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens",0.344334699675794,6.88207910042141e-28,1.01046223439789e-26
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Lachnospira.s__Lachnospira_pectinoschiza",0.127806225703081,7.67130409273579e-05,0.000228695732777714
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.40531787264823,6.04114493392486e-39,1.1951759157551e-37
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72",0.40531787264823,6.04114493392486e-39,1.1951759157551e-37
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria.",-0.170418806567349,1.22302215286752e-07,5.49967587546868e-07
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","ILEUSYN.PWY..L.isoleucine.biosynthesis.I..from.threonine..g__Parabacteroides.s__Parabacteroides_distasonis",-0.246887457447331,1.09670603032053e-14,8.57275014091392e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5347..superpathway.of.L.methionine.biosynthesis..transsulfuration..unclassified",-0.106823784616548,0.000963018440158559,0.00234305768435427
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","HISDEG.PWY..L.histidine.degradation.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.273933342237833,7.55763584486398e-18,7.05831280006492e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5177..glutaryl.CoA.degradation.g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.901131422875803,0,0
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6353..purine.nucleotides.degradation.II..aerobic.",-0.137248999487446,2.14430590029609e-05,7.03989149717027e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Parabacteroides.s__Parabacteroides_distasonis",-0.258715820591311,5.03963684390724e-16,4.2453639821005e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis",-0.258715820591311,5.03963684390724e-16,4.2453639821005e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis",-0.263813293865585,1.27186705866197e-16,1.10777675314913e-15
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5845..superpathway.of.menaquinol.9.biosynthesis",-0.30878750681966,1.76774903962466e-22,2.07941609109108e-21
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7663..gondoate.biosynthesis..anaerobic..g__Parabacteroides.s__Parabacteroides_distasonis",-0.247920650627587,8.43327271881923e-15,6.64343546085625e-14
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate..unclassified",-0.11446599921864,0.000401968431970188,0.00105324515371424
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.823045900140316,1.28820040601187e-235,7.49913725173874e-234
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.5345..superpathway.of.L.methionine.biosynthesis..by.sulfhydrylation..unclassified",-0.0837998072583221,0.00968844646378606,0.0188241824500582
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens",0.3764664308803,2.02587637135776e-33,3.38966881198437e-32
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6317..galactose.degradation.I..Leloir.pathway..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.62884582441525,6.23780440908933e-106,1.70403349532259e-104
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY66.422..D.galactose.degradation.V..Leloir.pathway..g__Faecalibacterium.s__Faecalibacterium_prausnitzii",0.850296383051118,4.55172289365955e-267,3.55952544400732e-265
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.unclassified",-0.145926425462252,6.16088767647781e-06,2.19467320338421e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.7328..superpathway.of.UDP.glucose.derived.O.antigen.building.blocks.biosynthesis.unclassified",-0.136541111722697,2.36633457530881e-05,7.7132347579073e-05
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Parabacteroides.s__Parabacteroides_distasonis",-0.278324326665639,2.13856147433229e-18,2.06064138676936e-17
"UNINTEGRATED.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY.6353..purine.nucleotides.degradation.II..aerobic..unclassified",-0.135066248256303,2.90103570290681e-05,9.32106710327367e-05
