"feature","metadata","value","coef","stderr","N","N.not.0","pval","qval"
"COA.PWY..coenzyme.A.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.675914416229918,0.152110171499945,952,698,9.89226713994342e-06,0.000279957625594477
"PWY.6609..adenine.and.adenosine.salvage.III.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.674260425237106,0.165139383617209,952,732,4.82167643398483e-05,0.00102092219849165
"PWY.6891..thiazole.biosynthesis.II..Bacillus.","study_condition","T2D",0.670072733069726,0.168736900377284,952,614,7.69574614238848e-05,0.00148430203993506
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.667842298643225,0.192685595631119,952,301,0.000552048320103912,0.00683421980174633
"PWY.1042..glycolysis.IV..plant.cytosol..g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.666786991761044,0.199027649576305,952,295,0.000839358627662669,0.00922442349690192
"PWY.5686..UMP.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.666236370788318,0.149097280712282,952,425,8.82985208088206e-06,0.000254888396734795
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.665088170578529,0.228762274978407,952,387,0.00373029532953878,0.0281396842803186
"COA.PWY..coenzyme.A.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.664548926856686,0.191485244706788,952,352,0.00054293997317261,0.00679459561802718
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.664038964762896,0.135805592584071,952,746,1.18635795535478e-06,4.73449764671537e-05
"HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.662354430139412,0.21323928474551,952,233,0.00195179838903933,0.0174793940528238
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.662053087620879,0.171439151682619,952,282,0.000120233784372954,0.0020866223901198
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.661607655022963,0.135974079247747,952,763,1.33540912311131e-06,5.28065890691503e-05
"FASYN.ELONG.PWY..fatty.acid.elongation....saturated.unclassified","study_condition","T2D",0.661462400745498,0.126931039080342,952,379,2.30312975724097e-07,1.1332445282788e-05
"PWY.7219..adenosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180","study_condition","T2D",0.661153029922181,0.21688436323646,952,207,0.00236443364181307,0.0199376780312572
"PWY.2723..trehalose.degradation.V.unclassified","study_condition","T2D",0.660846789256814,0.123058200651197,952,234,9.89890919634238e-08,5.71497024268834e-06
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.660190543246302,0.162884249751203,952,260,5.46840157474445e-05,0.00112485410064815
"PWYG.321..mycolate.biosynthesis.unclassified","study_condition","T2D",0.659123959331515,0.12972154885315,952,261,4.52075745433512e-07,2.00767997715601e-05
"SULFATE.CYS.PWY..superpathway.of.sulfate.assimilation.and.cysteine.biosynthesis.unclassified","study_condition","T2D",0.656345359483446,0.109181365208621,952,261,2.6206346525361e-09,2.14551822107551e-07
"PWY.6703..preQ0.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.652107680736321,0.16511077595178,952,336,8.41162925769438e-05,0.00159049583780859
"PWY.5304..superpathway.of.sulfur.oxidation..Acidianus.ambivalens.","study_condition","T2D",-0.650583233842906,0.293638902185804,952,681,0.0269568244668358,0.121654641830835
"VALSYN.PWY..L.valine.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis","study_condition","T2D",-0.649415002164428,0.163629173883118,952,552,7.76877506193914e-05,0.00149174261721492
"PWY.6305..putrescine.biosynthesis.IV.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.649242930245877,0.144280395270276,952,740,7.6443339442347e-06,0.000223648418773894
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.64801862058021,0.177916732588974,952,332,0.000284916923646384,0.00413296576009662
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.647038951638876,0.200421352894283,952,342,0.00128766837330166,0.0128339585396212
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.647038951638876,0.200421352894283,952,342,0.00128766837330166,0.0128339585396212
"PENTOSE.P.PWY..pentose.phosphate.pathway.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.644514887606756,0.172498729479911,952,334,0.000197883500799989,0.00304382081159486
"PWY.5667..CDP.diacylglycerol.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.641639061610957,0.154613267718011,952,656,3.62466485852416e-05,0.00080901024935101
"PWY0.1319..CDP.diacylglycerol.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.641639061610957,0.154613267718011,952,656,3.62466485852416e-05,0.00080901024935101
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.638504543752084,0.17974608976042,952,399,0.000400770014585157,0.0054229192598554
"GLUTORN.PWY..L.ornithine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.635981637826027,0.156334025658699,952,731,5.13446419882006e-05,0.00107537393995835
"PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.634932714843748,0.161815946846899,952,340,9.34660282407138e-05,0.00172583327199271
"PEPTIDOGLYCANSYN.PWY..peptidoglycan.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.632702292989401,0.177020270321943,952,290,0.000369059276034195,0.00504905739408551
"PWY.6936..seleno.amino.acid.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.629947236253072,0.193584069531014,952,280,0.00117768827282208,0.0120695626540109
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.629801718006807,0.132121511599381,952,773,2.16520236725386e-06,7.59135728761879e-05
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.629801718006807,0.132121511599381,952,773,2.16520236725386e-06,7.59135728761879e-05
"PWY0.1061..superpathway.of.L.alanine.biosynthesis","study_condition","T2D",0.627632467401617,0.195587264401405,952,732,0.00137691243743267,0.0134583089256963
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","study_condition","T2D",0.627587736602719,0.165427346938252,952,221,0.000157811830318147,0.00254825817085103
"COA.PWY..coenzyme.A.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.623703746215409,0.17189935896974,952,361,0.00030053467594785,0.00429476946156499
"PWY.6168..flavin.biosynthesis.III..fungi..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.623437621480499,0.144373530052214,952,675,1.73859957952358e-05,0.000442831539961006
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.623242396899686,0.156488395580105,952,261,7.33645219130396e-05,0.0014309386481237
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.622828639008814,0.132369538856817,952,724,2.9133390393524e-06,9.62958629037856e-05
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.621931086174089,0.187764258008916,952,272,0.000960347699251648,0.0102547608822679
"PWY.6608..guanosine.nucleotides.degradation.III","study_condition","T2D",0.621565652263857,0.120679910731034,952,891,3.15990215805866e-07,1.46335575875872e-05
"HISTSYN.PWY..L.histidine.biosynthesis.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.62120405537717,0.153036601620876,952,644,5.33080894207617e-05,0.00110213332080323
"P42.PWY..incomplete.reductive.TCA.cycle","study_condition","T2D",0.619817683899759,0.198666460355352,952,604,0.00186393325636442,0.0168873863098866
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.618608167780197,0.165997078025263,952,325,0.000205557526682994,0.00313402848780763
"ASPASN.PWY..superpathway.of.L.aspartate.and.L.asparagine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.616778392908562,0.148960046716152,952,448,3.77366085602445e-05,0.000833670995233973
"LACTOSECAT.PWY..lactose.and.galactose.degradation.I","study_condition","T2D",0.616422233525197,0.160304690855166,952,464,0.000128444620487781,0.00218532497725772
"PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.614117316619107,0.171038790235769,952,308,0.000346974535012075,0.00481538377116117
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.613925663462202,0.177809549597039,952,358,0.000579537178159738,0.00707888883785863
"RIBOSYN2.PWY..flavin.biosynthesis.I..bacteria.and.plants..g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.611940781500648,0.18406569198515,952,231,0.000919503783702881,0.00994120195613851
"HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.611778759331144,0.149781535852553,952,212,4.79125492640596e-05,0.00101696734467342
"PWY.1042..glycolysis.IV..plant.cytosol..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.610346605719843,0.145258316398937,952,744,2.89833473863884e-05,0.000687659694153763
"HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.609068137801536,0.179187368873746,952,349,0.000704390799736318,0.00818228512423068
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.608980698781997,0.197486195917052,952,275,0.00210395439151091,0.0183118040507382
"NONOXIPENT.PWY..pentose.phosphate.pathway..non.oxidative.branch..g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.607432941983528,0.166449192336049,952,241,0.000277262158015611,0.0040286749805624
"TRNA.CHARGING.PWY..tRNA.charging.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.60647868953799,0.151849897825226,952,380,7.00193271140943e-05,0.00137187188418112
"PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.605351909067221,0.159649496258971,952,255,0.00015905682437665,0.00256028271208511
"PWY.6609..adenine.and.adenosine.salvage.III.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.604223445557527,0.201352554998192,952,332,0.00276307131135248,0.0225312594692208
"PWY.5097..L.lysine.biosynthesis.VI.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.603316738904447,0.197679032167233,952,343,0.00233661996002617,0.0197995389959165
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.603302277105809,0.164702500355804,952,242,0.000263116021480015,0.0038489607196232
"ARGSYNBSUB.PWY..L.arginine.biosynthesis.II..acetyl.cycle..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.602131577036046,0.192008588951676,952,354,0.00176575428258637,0.0162145891558392
"PWY.5188..tetrapyrrole.biosynthesis.I..from.glutamate..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.601946172986659,0.16950443023703,952,286,0.000402345497615493,0.00543574416435284
"PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.601208585256919,0.170999558684335,952,416,0.000459131405236935,0.00598806923095159
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.600254540196439,0.186833663951599,952,246,0.00135896850908822,0.0133280490245798
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Gemmiger.s__Gemmiger_formicilis","study_condition","T2D",-0.599927965309948,0.166379544033859,952,397,0.000327461394238663,0.00458128541858937
"FUCCAT.PWY..fucose.degradation.unclassified","study_condition","T2D",0.59900181185144,0.119072432470925,952,263,5.84951124723008e-07,2.52023718412997e-05
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.59828453474273,0.195857168399139,952,338,0.00231592110173526,0.0196819202561603
"PWY.7199..pyrimidine.deoxyribonucleosides.salvage.unclassified","study_condition","T2D",-0.598157788144539,0.157090955868514,952,851,0.000149281449691434,0.00245775162419737
"PWY.6519..8.amino.7.oxononanoate.biosynthesis.I.unclassified","study_condition","T2D",0.597714830429626,0.116953520994139,952,232,3.88221284668847e-07,1.75103975272511e-05
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.594257429078229,0.18458136814417,952,274,0.0013278889100049,0.0131573432043964
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.593549318976997,0.152647844365021,952,296,0.000107968549764491,0.00192388403489813
"ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.591227213644702,0.170538852564059,952,214,0.000550329026271198,0.00682823698068137
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Gemmiger.s__Gemmiger_formicilis","study_condition","T2D",-0.590144602344423,0.235340630544719,952,395,0.0123211453078641,0.0682147935421519
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Gemmiger.s__Gemmiger_formicilis","study_condition","T2D",-0.590144602344423,0.235340630544719,952,395,0.0123211453078641,0.0682147935421519
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.590049762292392,0.142128398603416,952,408,3.60040572571385e-05,0.000807759419292278
"P185.PWY..formaldehyde.assimilation.III..dihydroxyacetone.cycle.","study_condition","T2D",0.589559683875223,0.157011725994924,952,361,0.000184000997123374,0.00286841426435113
"PWY.6124..inosine.5..phosphate.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","study_condition","T2D",0.589410186679027,0.198877538752061,952,274,0.00311589975185796,0.0247784130864003
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.589357703008552,0.170525402357818,952,282,0.000572337724950313,0.00702045991228004
"VALSYN.PWY..L.valine.biosynthesis.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.589250878694823,0.175168632587157,952,273,0.000799298750476425,0.00892000925145082
"ARG.POLYAMINE.SYN..superpathway.of.arginine.and.polyamine.biosynthesis.unclassified","study_condition","T2D",0.58842072130656,0.0993538081597344,952,317,4.43305253104704e-09,3.36756446656731e-07
"PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.g__Eubacterium.s__Eubacterium_sp_CAG_180","study_condition","T2D",0.5880657391416,0.215459542012463,952,203,0.00646348108333256,0.0421806678083346
"PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180","study_condition","T2D",0.5880657391416,0.215459542012463,952,203,0.00646348108333256,0.0421806678083346
"HSERMETANA.PWY..L.methionine.biosynthesis.III.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.587566474214301,0.193666982996625,952,335,0.00248001464724549,0.0206310536456733
"HEXITOLDEGSUPER.PWY..superpathway.of.hexitol.degradation..bacteria..unclassified","study_condition","T2D",0.585433816318871,0.126226425897598,952,282,4.01253010925488e-06,0.000125900401254157
"COLANSYN.PWY..colanic.acid.building.blocks.biosynthesis.unclassified","study_condition","T2D",0.58485815046264,0.117450897932977,952,334,7.56949778179149e-07,3.16675607682678e-05
"PWY0.1261..anhydromuropeptides.recycling.unclassified","study_condition","T2D",0.584781773499325,0.128631359652439,952,348,6.17005490017849e-06,0.000187483071703669
"PANTO.PWY..phosphopantothenate.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.58469948377585,0.197914457424877,952,373,0.0032112918200181,0.0253046289002336
"PPGPPMET.PWY..ppGpp.biosynthesis","study_condition","T2D",0.583689971114796,0.176284835971544,952,551,0.000964549721367048,0.0102869465357619
"PWY.6606..guanosine.nucleotides.degradation.II.unclassified","study_condition","T2D",0.583273273016384,0.139641580508881,952,481,3.22754785225723e-05,0.000739432920649407
"PWY.6936..seleno.amino.acid.biosynthesis.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.582403768955526,0.180870111311252,952,309,0.00132549289073966,0.0131486465450234
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.581130322562009,0.164283521441343,952,324,0.00042375385645346,0.00565440430953307
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.580665781956009,0.14880232839857,952,719,0.000102041176244164,0.00183335391343249
"HISTSYN.PWY..L.histidine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.58060245409139,0.17754447407882,952,401,0.00111355559880565,0.0114802279591154
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.577761503184249,0.176169304385273,952,254,0.00107751678064812,0.0111886035016939
"PWY.1042..glycolysis.IV..plant.cytosol..g__Roseburia.s__Roseburia_inulinivorans","study_condition","T2D",0.576314533885364,0.162119940394236,952,251,0.000396869703253743,0.00538697747676711
"PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.576091755025173,0.167070138590712,952,213,0.000589182096946742,0.00716617550499829
"PWY.6305..putrescine.biosynthesis.IV.unclassified","study_condition","T2D",0.575692677099248,0.132699961424622,952,472,1.58997442285719e-05,0.000411020253789351
"PWY.7357..thiamin.formation.from.pyrithiamine.and.oxythiamine..yeast..g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.574900489444394,0.206851081298759,952,684,0.00555553925073895,0.0378230895529869
"PWY0.1296..purine.ribonucleosides.degradation.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.574560943866557,0.200374552275327,952,353,0.00422993448834118,0.031060241573183
"PWY0.845..superpathway.of.pyridoxal.5..phosphate.biosynthesis.and.salvage.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.574028801491081,0.160277527050161,952,240,0.000359048255825482,0.00495910350151303
"TRNA.CHARGING.PWY..tRNA.charging.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.572459137274462,0.127182454434623,952,729,7.60162465502544e-06,0.000223152778008543
"PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","study_condition","T2D",0.571725881218937,0.178881186073299,952,258,0.00143900417801177,0.0139177940223696
"PWY.7222..guanosine.deoxyribonucleotides.de.novo.biosynthesis.II.g__Bacteroides.s__Bacteroides_fragilis_CAG_47","study_condition","T2D",0.571725881218937,0.178881186073299,952,258,0.00143900417801177,0.0139177940223696
"GLUTORN.PWY..L.ornithine.biosynthesis.g__Lachnospira.s__Lachnospira_pectinoschiza","study_condition","T2D",-0.570957264519104,0.181856008387956,952,264,0.00174412933778863,0.0160828634561914
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.570113404525664,0.166070938933067,952,341,0.000622905818388976,0.00743025397692635
"PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.568030788556249,0.180966981212771,952,313,0.00174853803306619,0.0160917527803966
"PWY.3841..folate.transformations.II.g__Barnesiella.s__Barnesiella_intestinihominis","study_condition","T2D",-0.56797208927537,0.197192826904533,952,236,0.00406270698501507,0.0301741359264413
"COA.PWY..coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.567740492916825,0.175546874590414,952,371,0.0012623823304178,0.0126907450228168
"SER.GLYSYN.PWY..superpathway.of.L.serine.and.glycine.biosynthesis.I.g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.567061001743806,0.173482484591523,952,252,0.0011193584899568,0.011526331180768
"PWY.6703..preQ0.biosynthesis.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.566863674159406,0.184659840505503,952,269,0.00220327466030176,0.0189101670547208
"PWY.1042..glycolysis.IV..plant.cytosol..g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.564317045411013,0.184734766383882,952,297,0.00231558625869568,0.0196819202561603
"PWY.6609..adenine.and.adenosine.salvage.III.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.564037607062868,0.210253109796621,952,394,0.00743117159278287,0.0467514502644405
"PWY.6527..stachyose.degradation.g__Roseburia.s__Roseburia_inulinivorans","study_condition","T2D",0.563687283057505,0.199212964878766,952,262,0.00475954182231989,0.0336969620769964
"PWY.6123..inosine.5..phosphate.biosynthesis.I.g__Faecalibacterium.s__Faecalibacterium_prausnitzii","study_condition","T2D",-0.563453932016795,0.149737141615159,952,661,0.000178241762780954,0.00282357455357397
"PYRIDOXSYN.PWY..pyridoxal.5..phosphate.biosynthesis.I","study_condition","T2D",0.562705974698891,0.126813206087311,952,893,1.01801716713002e-05,0.000283478346855633
"PWY.6609..adenine.and.adenosine.salvage.III.g__Eubacterium.s__Eubacterium_eligens","study_condition","T2D",-0.561103509011554,0.151561128213935,952,324,0.000226116181619147,0.00339469425607843
"PWY.7282..4.amino.2.methyl.5.phosphomethylpyrimidine.biosynthesis..yeast..g__Bacteroides.s__Bacteroides_uniformis_CAG_3","study_condition","T2D",0.560835353065931,0.213807939596683,952,584,0.00885392579245927,0.0535066276083023
"COA.PWY.1..coenzyme.A.biosynthesis.II..mammalian..g__Bacteroides.s__Bacteroides_fragilis","study_condition","T2D",0.560720551421548,0.163380005890751,952,266,0.000625061993961813,0.00743605063634583
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Eubacterium.s__Eubacterium_sp_CAG_180","study_condition","T2D",0.560283622098863,0.20339653730666,952,216,0.00598836838169413,0.0400767157538417
"X1CMET2.PWY..N10.formyl.tetrahydrofolate.biosynthesis.g__Bacteroides.s__Bacteroides_uniformis","study_condition","T2D",0.559965951374918,0.213305232146527,952,626,0.00879974468688751,0.0533280538757493
"PWY.4041...gamma..glutamyl.cycle","study_condition","T2D",0.55837409825455,0.175551502923518,952,805,0.00151704622464253,0.0143374734551514
"PWY.6700..queuosine.biosynthesis.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.557758262305776,0.188272802497705,952,403,0.00312779217485026,0.0248328642963745
"PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","study_condition","T2D",-0.557413752376245,0.228895535084852,952,610,0.0150659023908436,0.0786916252742494
"PWY.7228..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.557371108992199,0.221892432679902,952,390,0.0121737562630441,0.0676233029108158
"PWY4FS.7..phosphatidylglycerol.biosynthesis.I..plastidic..unclassified","study_condition","T2D",0.55629290168206,0.144280742710761,952,573,0.000123228998638495,0.0021216092654562
"PWY4FS.8..phosphatidylglycerol.biosynthesis.II..non.plastidic..unclassified","study_condition","T2D",0.556292656114272,0.144280734192312,952,573,0.00012322972985271,0.0021216092654562
"PWY.5097..L.lysine.biosynthesis.VI.g__Bacteroides.s__Bacteroides_thetaiotaomicron","study_condition","T2D",0.555055976669777,0.176404985847147,952,283,0.00170405869339226,0.0157999446303822
"PANTOSYN.PWY..pantothenate.and.coenzyme.A.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.551463318833156,0.145004425937175,952,259,0.000152061523168972,0.00247528720045732
"ARGININE.SYN4.PWY..L.ornithine.de.novo..biosynthesis.unclassified","study_condition","T2D",0.549824590251643,0.177759179668072,952,305,0.00203892156022022,0.017944167389743
"GLYCOLYSIS.E.D..superpathway.of.glycolysis.and.Entner.Doudoroff.unclassified","study_condition","T2D",0.548721031866244,0.0878322044508437,952,221,6.29824641979338e-10,5.80242702078836e-08
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.546993005777319,0.234376081547559,952,437,0.0198132439224205,0.0962325812496699
"PWY0.1297..superpathway.of.purine.deoxyribonucleosides.degradation.unclassified","study_condition","T2D",0.546982893482453,0.156984020630823,952,337,0.000515988651863408,0.00652330178852134
"PWY.7221..guanosine.ribonucleotides.de.novo.biosynthesis.g__Eubacterium.s__Eubacterium_sp_CAG_180","study_condition","T2D",0.546218949915999,0.184491276952374,952,198,0.00314620213012435,0.0248822926455497
"DTDPRHAMSYN.PWY..dTDP.L.rhamnose.biosynthesis.I.g__Bacteroides.s__Bacteroides_caccae","study_condition","T2D",0.544894298285701,0.190980096911423,952,358,0.00442314724991043,0.0321157498653162
"PWY.5695..urate.biosynthesis.inosine.5..phosphate.degradation.g__Eubacterium.s__Eubacterium_eligens_CAG_72","study_condition","T2D",-0.544539915276112,0.187020059753974,952,292,0.00367940738631856,0.0278528566132157
"PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.g__Parabacteroides.s__Parabacteroides_distasonis","study_condition","T2D",0.543997186429257,0.15440653152112,952,322,0.000446828595038304,0.00587182948866724
"PWY66.422..D.galactose.degradation.V..Leloir.pathway..g__Roseburia.s__Roseburia_inulinivorans","study_condition","T2D",0.54365267450538,0.207625482024095,952,305,0.00897462705431141,0.0539709956473705
