"feature","pathway","species","category","direction","log2FC","FDR","importance_score"
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_uniformis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_uniformis_CAG_3","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_uniformis_CAG_3","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_dorei","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_dorei","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus_CAG_6","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_vulgatus_CAG_6","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lachnospiraceae_unclassified.s__Eubacterium_rectale","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_vulgatus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_vulgatus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_ovatus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_ovatus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_copri_CAG_164","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Prevotella.s__Prevotella_copri_CAG_164","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_copri","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Prevotella.s__Prevotella_copri","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Faecalibacterium.s__Faecalibacterium_prausnitzii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Faecalibacterium.s__Faecalibacterium_prausnitzii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Mitsuokella.s__Mitsuokella_jalaludinii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Mitsuokella.s__Mitsuokella_jalaludinii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Mitsuokella.s__Mitsuokella_multacida","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Mitsuokella.s__Mitsuokella_multacida","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_thetaiotaomicron","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_thetaiotaomicron","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_stercoris","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_stercoris","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_fragilis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_fragilis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnospira.s__Lachnospira_pectinoschiza","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lachnospira.s__Lachnospira_pectinoschiza","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_clarus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_clarus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_xylanisolvens","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_xylanisolvens","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_bolteae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lachnoclostridium.s__Clostridium_bolteae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_plautii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Flavonifractor.s__Flavonifractor_plautii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hungatella.s__Hungatella_hathewayi","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Hungatella.s__Hungatella_hathewayi","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Escherichia.s__Escherichia_coli","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Escherichia.s__Escherichia_coli","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_pneumoniae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_pneumoniae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_ruminis_CAG_367","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lactobacillus.s__Lactobacillus_ruminis_CAG_367","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lactobacillus.s__Lactobacillus_ruminis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lactobacillus.s__Lactobacillus_ruminis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_sp_HMSC71H05","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Haemophilus.s__Haemophilus_sp_HMSC71H05","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Proteobacteria_unclassified.s__Proteobacteria_bacterium_CAG_139","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Haemophilus.s__Haemophilus_parainfluenzae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Haemophilus.s__Haemophilus_parainfluenzae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_parasanguinis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Streptococcus.s__Streptococcus_parasanguinis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Parasutterella.s__Parasutterella_excrementihominis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Parasutterella.s__Parasutterella_excrementihominis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Hafnia.s__Hafnia_alvei","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Hafnia.s__Hafnia_alvei","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_massiliensis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_massiliensis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Anaerostipes.s__Anaerostipes_hadrus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Anaerostipes.s__Anaerostipes_hadrus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_adolescentis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_adolescentis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Kluyvera.s__Kluyvera_ascorbata","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Kluyvera.s__Kluyvera_ascorbata","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Blautia.s__Ruminococcus_torques","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Blautia.s__Ruminococcus_torques","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Ruminococcus.s__Ruminococcus_bicirculans","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Ruminococcus.s__Ruminococcus_bicirculans","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Oxalobacter.s__Oxalobacter_formigenes","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Oxalobacter.s__Oxalobacter_formigenes","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_thermophilus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Streptococcus.s__Streptococcus_thermophilus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Flavonifractor.s__Flavonifractor_sp_An10","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Flavonifractor.s__Flavonifractor_sp_An10","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_thermophilus_CAG_236","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Streptococcus.s__Streptococcus_thermophilus_CAG_236","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_salivarius","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Streptococcus.s__Streptococcus_salivarius","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Intestinimonas.s__Intestinimonas_butyriciproducens","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Intestinimonas.s__Intestinimonas_butyriciproducens","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_longum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_longum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Catenibacterium.s__Catenibacterium_mitsuokai","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Catenibacterium.s__Catenibacterium_mitsuokai","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Succinatimonas.s__Succinatimonas_hippei","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Succinatimonas.s__Succinatimonas_hippei","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_bifidum_CAG_234","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_bifidum_CAG_234","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_bifidum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_bifidum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_longum_CAG_69","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_longum_CAG_69","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_faecis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_faecis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Agathobaculum.s__Agathobaculum_butyriciproducens","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Agathobaculum.s__Agathobaculum_butyriciproducens","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_coprophilus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_coprophilus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_coprophilus_CAG_333","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_coprophilus_CAG_333","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_oxytoca","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_oxytoca","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Citrobacter.s__Citrobacter_braakii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Citrobacter.s__Citrobacter_braakii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Citrobacter.s__Citrobacter_freundii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Citrobacter.s__Citrobacter_freundii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_variicola_CAG_634","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_variicola_CAG_634","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_quasipneumoniae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_quasipneumoniae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_variicola","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_variicola","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Roseburia.s__Roseburia_hominis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Roseburia.s__Roseburia_hominis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_D2","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_sp_D2","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_clostridioforme","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lachnoclostridium.s__Clostridium_clostridioforme","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Veillonella.s__Veillonella_atypica","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Veillonella.s__Veillonella_atypica","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Clostridium.s__Clostridium_perfringens","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Clostridium.s__Clostridium_perfringens","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Megasphaera.s__Megasphaera_stantonii","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Megasphaera.s__Megasphaera_stantonii","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_pseudocatenulatum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Dialister.s__Dialister_sp_CAG_357","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Dialister.s__Dialister_sp_CAG_357","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lactococcus.s__Lactococcus_lactis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lactococcus.s__Lactococcus_lactis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Eggerthella.s__Eggerthella_lenta","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Eggerthella.s__Eggerthella_lenta","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Prevotella.s__Prevotella_buccae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Prevotella.s__Prevotella_buccae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_catenulatum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_catenulatum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Streptococcus.s__Streptococcus_australis","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Streptococcus.s__Streptococcus_australis","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Citrobacter.s__Citrobacter_youngae","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Citrobacter.s__Citrobacter_youngae","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_sp_CAG_443","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_sp_CAG_443","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Dialister.s__Dialister_invisus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Dialister.s__Dialister_invisus_CAG_218","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Dialister.s__Dialister_invisus_CAG_218","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bifidobacterium.s__Bifidobacterium_pullorum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bifidobacterium.s__Bifidobacterium_pullorum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_mortiferum","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Fusobacterium.s__Fusobacterium_mortiferum","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Eubacterium.s__Eubacterium_ramulus","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Eubacterium.s__Eubacterium_ramulus","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_plebeius_CAG_211","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_plebeius_CAG_211","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_plebeius","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_plebeius","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Lachnoclostridium.s__Clostridium_aldenense","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Lachnoclostridium.s__Clostridium_aldenense","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Dorea.s__Dorea_longicatena","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Dorea.s__Dorea_longicatena","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Fusobacterium.s__Fusobacterium_varium","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Fusobacterium.s__Fusobacterium_varium","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Klebsiella.s__Klebsiella_aerogenes","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Klebsiella.s__Klebsiella_aerogenes","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
"PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)|g__Bacteroides.s__Bacteroides_coprocola","PWY0-1586: peptidoglycan maturation (meso-diaminopimelate containing)","g__Bacteroides.s__Bacteroides_coprocola","Amino acid metabolism","T2D_enriched",0.243222136947077,2.26037838467299e-12,2.83252094826169
